沙县小吃,湖南省,长沙市,岳麓区,正宗沙县小吃,112.929152,28.233941,5f527ee879bcf9c6ab175a09,18658128552
沙县小吃,湖南省,长沙市,岳麓区,老北京炸酱面沙县小吃(时代城店),112.914115,28.225436,b81385bae553fbbc704b8747,无数据
麻辣烫,湖南省,长沙市,岳麓区,湘聚麻辣烫,112.961947,28.230411,无数据,无数据
麻辣烫,湖南省,长沙市,岳麓区,银桥麻辣烫,112.959556,28.234391,8d3ee16be2f0c1fb10293582,18008419107
麻辣烫,湖南省,长沙市,岳麓区,汤立方骨汤麻辣烫,112.961559,28.231021,无数据,18008419107
麻辣烫,湖南省,长沙市,岳麓区,新派麻辣烫(观沙岭店),112.957453,28.24204,无数据,18273139008
麻辣烫,湖南省,长沙市,岳麓区,逗b麻辣烫,112.955925,28.234966,无数据,15674822896
麻辣烫,湖南省,长沙市,岳麓区,情缘麻辣烫,112.963133,28.220333,577a05d1fd52027fcb213d10,18075124967
麻辣烫,湖南省,长沙市,岳麓区,六婆麻辣烫,112.963488,28.220001,无数据,无数据
麻辣烫,湖南省,长沙市,岳麓区,潮派麻辣烫,112.962428,28.229205,8c70737d524f8c690c0e6b77,18673105652
麻辣烫,湖南省,长沙市,岳麓区,蛮有味骨汤麻辣烫,112.960269,28.234109,无数据,18890389291
麻辣烫,湖南省,长沙市,岳麓区,大骨麻辣烫,112.960397,28.234097,无数据,15367864768
麻辣烫,湖南省,长沙市,岳麓区,胡记蓉城串串香火锅(枫林绿洲店),112.95307,28.239132,无数据,15399977290
麻辣烫,湖南省,长沙市,岳麓区,姥娘麻辣捞烫(湘腾广场店),112.942155,28.225429,87b658d67f052026d1f49e08,13687339007
麻辣烫,湖南省,长沙市,岳麓区,麻辣烫桂林卤粉,112.946947,28.228146,82f9125db1b7a0ad7ec8767c,17363614708
麻辣烫,湖南省,长沙市,岳麓区,胡记蓉城串串香(金星店),112.942263,28.22534,7550e1ac4c54203e0a5cb31a,18874740830
麻辣烫,湖南省,长沙市,岳麓区,广福记冒菜(河西步步高店),112.942155,28.225428,f36345b777afcbd725e0a090,(0731)85794008
麻辣烫,湖南省,长沙市,岳麓区,搞肆棍串串香火锅店,112.960937,28.230426,76af643aea227688250bd0bc,无数据
麻辣烫,湖南省,长沙市,岳麓区,功夫荷叶,112.955621,28.234334,无数据,15115806548
麻辣烫,湖南省,长沙市,岳麓区,蓉城串串香火锅,112.942155,28.225428,7a937b626d438e9025d2bbaa,无数据
沙县小吃,湖南省,长沙市,岳麓区,福建沙县小吃,112.95426,28.235494,0908da5cd0d2e4796140a99a,18359077600
沙县小吃,湖南省,长沙市,岳麓区,沙县小吃,112.967272,28.22836,无数据,17759856650
麻辣烫,湖南省,长沙市,开福区,传味麻辣烫(华夏店),112.989551,28.230402,1d065e521d43e48d08ccdd3f,13762704549
麻辣烫,湖南省,长沙市,开福区,爱烫吧骨汤麻辣烫(留芳巷店),112.989103,28.215728,无数据,13507418816
麻辣烫,湖南省,长沙市,开福区,烫吖吖麻辣烫(观园店),112.998433,28.219661,95e171f1fed840ea3a04b125,"15367835626,18507314068"
麻辣烫,湖南省,长沙市,开福区,朝九晚十一麻辣烫(湘春店),112.982132,28.215976,4ae32c418c9426ff59bbbc5e,18673126960
麻辣烫,湖南省,长沙市,开福区,食三姨麻辣烫(华创店),112.995024,28.229672,无数据,无数据
麻辣烫,湖南省,长沙市,开福区,绝味麻辣烫(新河店),112.990249,28.232913,9767275c02601745c91b95db,"(0731)62402816,(0731)82442816"
麻辣烫,湖南省,长沙市,开福区,益阳麻辣烫,112.99578,28.232692,0a633a6a96e290102fe67bfa,"13487587183,18569594915"
麻辣烫,湖南省,长沙市,开福区,川味麻辣烫,112.994271,28.239659,无数据,无数据
麻辣烫,湖南省,长沙市,开福区,薇薇茶饮(北洲文具店),112.989597,28.235959,无数据,13637401952
沙县小吃,湖南省,长沙市,开福区,沙县小吃(湘雅路店),112.991246,28.21909,无数据,无数据
沙县小吃,湖南省,长沙市,开福区,沙县小吃(留芳岭巷),112.992287,28.21555,无数据,无数据
沙县小吃,湖南省,长沙市,开福区,沙县小吃(平沙路),112.98684,28.2423,3a9e3832d17556900c0a70a0,15159106092
沙县小吃,湖南省,长沙市,开福区,福建沙县小吃(凯乐国际店),112.982893,28.225051,dffd4918b1ffec61c71e51b5,无数据
沙县小吃,湖南省,长沙市,开福区,沙县小吃(北辰三角洲奥城D2西),112.985245,28.239859,无数据,无数据
沙县小吃,湖南省,长沙市,开福区,沙县小吃,112.988134,28.239269,d1e909c9c999e578ca09f0c8,无数据
沙县小吃,湖南省,长沙市,开福区,沙县小吃(伍家岭店),112.996284,28.238838,无数据,13548677792
麻辣烫,湖南省,长沙市,开福区,烫吖吖麻辣烫(金帆店),113.02065,28.237517,无数据,13327275639
麻辣烫,湖南省,长沙市,开福区,刘姐麻辣烫,113.007415,28.22598,无数据,15576615521
麻辣烫,湖南省,长沙市,开福区,一品麻辣烫(浏河村巷),113.008661,28.225733,无数据,无数据
麻辣烫,湖南省,长沙市,开福区,背锅侠串串香火锅,113.013293,28.238818,d4baf312cb91523e4054d76a,(0731)84312356
麻辣烫,湖南省,长沙市,开福区,辣么疯狂双骨瓦罐麻辣烫(商贸城路),113.015407,28.240123,无数据,13016163317
麻辣烫,湖南省,长沙市,开福区,冒冒哒冒菜,113.017596,28.239132,820cc7c33e5d2371d518b733,无数据
麻辣烫,湖南省,长沙市,开福区,胖子麻辣烫大王,113.018601,28.233993,无数据,13547315390
麻辣烫,湖南省,长沙市,开福区,辣多辣麻辣烫,113.016333,28.242858,无数据,18774961185
麻辣烫,湖南省,长沙市,开福区,品粤烧鹅骨汤麻辣烫,113.014536,28.24406,无数据,15874134418
沙县小吃,湖南省,长沙市,开福区,沙县小吃,113.008425,28.236657,547141e6916a870c1894c6d7,无数据
沙县小吃,湖南省,长沙市,开福区,正宗沙县小吃(旧货市场店),113.014365,28.235731,184fbd370f3f11f683288a94,18229758869
沙县小吃,湖南省,长沙市,芙蓉区,福建沙县小吃(火炬村店),113.023426,28.220478,f91f5768b3f489d1ed74f8a2,15074808295
沙县小吃,湖南省,长沙市,开福区,沙县小吃(科大店),113.007356,28.226187,bb0e0036f25834bd2806cedc,无数据
沙县小吃,湖南省,长沙市,开福区,沙县小吃(金土地·第一湾西北),113.011175,28.243899,487cf2bd8437b9f7f02d839a,无数据
麻辣烫,湖南省,长沙市,开福区,思益味麻辣烫,113.051472,28.238088,无数据,18073066829
麻辣烫,湖南省,长沙市,开福区,我家冒菜(马栏山),113.051926,28.237653,无数据,13925814309
麻辣烫,湖南省,长沙市,长沙县,爱烫吧骨汤麻辣烫(尚都店),113.084781,28.235145,db2f6661152f6da71f3894a2,18613983102
麻辣烫,湖南省,长沙市,长沙县,益阳麻辣烫,113.068857,28.244367,9af5365948eed10181288af9,13100259373
麻辣烫,湖南省,长沙市,长沙县,久珍麻辣烫,113.090184,28.224837,无数据,17671116958
麻辣烫,湖南省,长沙市,长沙县,味臻正麻辣烫,113.086634,28.238312,无数据,18670493695
麻辣烫,湖南省,长沙市,长沙县,辣么疯狂双骨瓦罐麻辣烫,113.086099,28.238548,无数据,13647413196
麻辣烫,湖南省,长沙市,长沙县,港式风情饮品麻辣烫,113.068422,28.24302,c46ec86119c9a70cefe4a566,"13348681362,13348681352"
沙县小吃,湖南省,长沙市,长沙县,沙县小吃(星沙二区店),113.087705,28.237606,无数据,18373193115
沙县小吃,湖南省,长沙市,长沙县,沙县小吃(大塘巷),113.069552,28.231769,46e427301da3912f14c8f62b,无数据
沙县小吃,湖南省,长沙市,长沙县,沙县小吃(板仓店),113.084737,28.233551,afefb90f1b7caee3028972da,13055163971
沙县小吃,湖南省,长沙市,长沙县,沙县小吃(新长海店),113.081375,28.23334,无数据,18390822016
沙县小吃,湖南省,长沙市,长沙县,沙县小吃(新安路),113.089106,28.220803,dc8e6f4fa67f4407591093ae,无数据
沙县小吃,湖南省,长沙市,长沙县,福建沙县小吃(板桥小区店),113.08957,28.225181,022b376ce120ad2f58109368,13787088695
沙县小吃,湖南省,长沙市,长沙县,沙县小吃星沙大塘小区店,113.06625,28.229112,无数据,无数据
麻辣烫,湖南省,长沙市,岳麓区,觅姐麻辣烫(八方店),112.94971,28.248578,无数据,15139786468
麻辣烫,湖南省,长沙市,岳麓区,爱烫吧骨烫麻辣烫,112.941772,28.252501,无数据,13739058799
麻辣烫,湖南省,长沙市,岳麓区,恋上麻辣烫·奶茶,112.949647,28.248512,5730175b287f1bb01894c666,13574173907
麻辣烫,湖南省,长沙市,岳麓区,益阳麻辣烫,112.941239,28.254017,无数据,15898420177
麻辣烫,湖南省,长沙市,开福区,张亮麻辣烫(世纪城店),112.98517,28.272072,无数据,无数据
麻辣烫,湖南省,长沙市,开福区,食三姨麻辣烫(世纪金源店),112.985802,28.257443,无数据,无数据
麻辣烫,湖南省,长沙市,开福区,黄金麻辣烫,112.986848,28.262202,cc7d4660bb0238a9a1a9349d,无数据
麻辣烫,湖南省,长沙市,开福区,麻辣烫,112.990285,28.253559,无数据,无数据
麻辣烫,湖南省,长沙市,开福区,麻辣烫手工擂茶,112.984569,28.26979,无数据,无数据
麻辣烫,湖南省,长沙市,开福区,老地方旋转自助麻辣烫,112.987774,28.262631,4fbb2095901f4017a8059ddd,15675166367
麻辣烫,湖南省,长沙市,开福区,"唐家解馋坊(鸡蛋仔,串串香)",112.985511,28.273163,7a79b2a0ca80698f90114cef,15016902310
沙县小吃,湖南省,长沙市,开福区,沙县小吃(江湾路),112.985066,28.266559,无数据,15580932799
沙县小吃,湖南省,长沙市,开福区,沙县小吃(7号重建地店),112.987279,28.263732,586652d599dc7c8a4e2fdfef,13341312550
沙县小吃,湖南省,长沙市,开福区,福建沙县小吃(和平花园东),112.989468,28.274194,905931d6b652f1d7dbeced00,无数据
麻辣烫,湖南省,长沙市,开福区,鸭霸王麻辣烫,113.002116,28.261616,64a6b044aed29331c356ac45,(0731)82763969
麻辣烫,湖南省,长沙市,开福区,杨振东麻辣烫(长大店),113.030291,28.247954,无数据,13237418884
麻辣烫,湖南省,长沙市,开福区,大骨麻辣烫(万国城店),113.005962,28.26279,ad9bf59d4fef6b15f7231045,15111319304
麻辣烫,湖南省,长沙市,开福区,细屋里老益阳麻辣烫(长大店),113.030301,28.247955,无数据,"18075137731,15111481583"
沙县小吃,湖南省,长沙市,开福区,沙县小吃,113.020185,28.258877,19ece7521032e521f21937c3,无数据
沙县小吃,湖南省,长沙市,开福区,沙县小吃(珠江花城店),113.002388,28.260592,8a0aa73fd66c080ee6073817,无数据
麻辣烫,湖南省,长沙市,长沙县,益思味麻辣烫,113.060241,28.268658,无数据,17680318251
麻辣烫,湖南省,长沙市,开福区,觅姐麻辣烫,113.044591,28.250139,无数据,无数据
麻辣烫,湖南省,长沙市,长沙县,开心麻辣烫(龙塘店),113.059154,28.270563,无数据,13297480976
麻辣烫,湖南省,长沙市,开福区,好再来麻辣烫(洪西店),113.046115,28.250659,无数据,13924816779
麻辣烫,湖南省,长沙市,开福区,爱烫吧骨汤麻辣烫(洪西店),113.045997,28.249438,无数据,15873707336
沙县小吃,湖南省,长沙市,长沙县,沙县小吃(龙塘店),113.060014,28.269485,0c30173362e86b6e76e5b613,13062101890
